angulo,posicion
302,0.18667654255441457
303,0.18158515329463282
304,0.17650321759872722
305,0.1714339348830835
306,0.16638052416778443
307,0.16134622105549548
308,0.15633427467920813
309,0.1513479446222855
310,0.1463904978142935
311,0.14146520540613963
312,0.13657533962806256
313,0.1317241706340451
314,0.12691496333624153
315,0.12215097423302687
316,0.11743544823428792
317,0.11277161548757954
318,0.10816268820878078
319,0.10361185752087265
320,0.0991222903044652
321,0.09469712606368272
322,0.0903394738110064
323,0.08605240897465291
324,0.08183897033204608
325,0.07770215697290807
326,0.0736449252954707
327,0.06967018603926582
328,0.06578080135791878
329,0.06197958193531845
330,0.05826928414850142
331,0.05465260728051814
332,0.05113219078651192
333,0.04771061161616565
334,0.04439038159561907
335,0.04117394487188603
336,0.038063675422728996
337,0.0350618746348825
338,0.03217076895342376
339,0.029392507605026277
340,0.026729160397728078
341,0.02418271559977574
342,0.02175507789999968
343,0.019448066452095854
344,0.017263413005079376
345,0.015202760122084952
346,0.013267659489586163
347,0.011459570318993967
348,0.009779857842497472
349,0.008229791904893808
350,0.006810545653045909
351,0.005523194324491647
352,0.004368714136616269
353,0.003347981277677771
354,0.00246177100086194
355,0.0017107568224205513
356,0.0010955098248261914
357,0.0006164980657555212
358,0.0002740860935883362
359,6.853456998783397e-05
360,0.0
